007994,华夏中证500指数增强A,指数,10676,588.13,1.8132,1000,1.07,1.06,,,
013233,华夏中证500指数智选增强A,量化指数,20400,2000,1.0200,2000,1.02,,400,,
008682,富国中证红利指数,指数,2173,1743.11,1.2470,2000,1.09,,173,,
